product_id,product_name,normalized_name
BOO_3914,%product boo_3914%,product boo3914
TOY_7099,$PRODUCT TOY_7099$,product toy7099
ELE_1934,$@PRODUCT ELE_1934@$,product ele1934
ELE_6101,%@PRODUCT ELE_6101@%,product ele6101
ELE_8905,%!PRODUCT ELE_8905!%,product ele8905
FOO_1271,!product foo_1271!,product foo1271
ELE_4010,$PRODUCT ELE_4010$,product ele4010
TOY_8967,#PRODUCT TOY_8967#,product toy8967
ELE_2227,%$#!PRODUCT ELE_2227!#$%,product ele2227
CLO_2897,%#@PRODUCT CLO_2897@#%,product clo2897
BOO_4560,PRODUCT BOO_4560,product boo4560
BOO_7197,%#!product boo_7197!#%,product boo7197
FOO_2317,@PRODUCT FOO_2317@,product foo2317
ELE_2307,%$#@!product ele_2307!@#$%,product ele2307
BOO_7023,%PRODUCT BOO_7023%,product boo7023
ELE_6626,@PRODUCT ELE_6626@,product ele6626
ELE_1448,$PRODUCT ELE_1448$,product ele1448
TOY_5732,#PRODUCT TOY_5732#,product toy5732
BOO_8189,%$!product boo_8189!$%,product boo8189
BOO_8673,PRODUCT BOO_8673,product boo8673
ELE_7630,PRODUCT ELE_7630,product ele7630
ELE_5894,!product ele_5894!,product ele5894
TOY_9459,$!PRODUCT TOY_9459!$,product toy9459
ELE_9783,PRODUCT ELE_9783,product ele9783
ELE_7519,@!PRODUCT ELE_7519!@,product ele7519
BOO_9229,%$#product boo_9229#$%,product boo9229
TOY_5814,%#PRODUCT TOY_5814#%,product toy5814
ELE_3139,PRODUCT ELE_3139,product ele3139
TOY_8539,%$#PRODUCT TOY_8539#$%,product toy8539
BOO_7902,%product boo_7902%,product boo7902
TOY_6220,$product toy_6220$,product toy6220
FOO_1300,$#!product foo_1300!#$,product foo1300
FOO_8052,#!product foo_8052!#,product foo8052
CLO_7194,#PRODUCT CLO_7194#,product clo7194
FOO_6897,#!product foo_6897!#,product foo6897
TOY_9501,#!PRODUCT TOY_9501!#,product toy9501
ELE_6592,%$@product ele_6592@$%,product ele6592
TOY_2455,@PRODUCT TOY_2455@,product toy2455
CLO_2313,%@PRODUCT CLO_2313@%,product clo2313
CLO_6659,%PRODUCT CLO_6659%,product clo6659
BOO_9015,#!product boo_9015!#,product boo9015
TOY_5863,@product toy_5863@,product toy5863
ELE_8724,$#product ele_8724#$,product ele8724
FOO_3684,product foo_3684,product foo3684
ELE_4377,%PRODUCT ELE_4377%,product ele4377
ELE_9860,%#!product ele_9860!#%,product ele9860
FOO_7090,@PRODUCT FOO_7090@,product foo7090
FOO_7467,!product foo_7467!,product foo7467
BOO_6544,#product boo_6544#,product boo6544
CLO_2890,@!PRODUCT CLO_2890!@,product clo2890
FOO_7059,#product foo_7059#,product foo7059
CLO_1300,@!product clo_1300!@,product clo1300
ELE_6130,%@PRODUCT ELE_6130@%,product ele6130
TOY_4381,!product toy_4381!,product toy4381
FOO_3588,PRODUCT FOO_3588,product foo3588
CLO_1770,product clo_1770,product clo1770
ELE_1383,!PRODUCT ELE_1383!,product ele1383
BOO_3846,PRODUCT BOO_3846,product boo3846
CLO_4817,product clo_4817,product clo4817
FOO_7413,@PRODUCT FOO_7413@,product foo7413
BOO_1231,PRODUCT BOO_1231,product boo1231
ELE_9837,!product ele_9837!,product ele9837
CLO_2357,@PRODUCT CLO_2357@,product clo2357
FOO_5383,%@PRODUCT FOO_5383@%,product foo5383
TOY_3747,%@PRODUCT TOY_3747@%,product toy3747
BOO_1790,product boo_1790,product boo1790
CLO_3015,@product clo_3015@,product clo3015
BOO_4484,@!PRODUCT BOO_4484!@,product boo4484
ELE_1995,%product ele_1995%,product ele1995
BOO_8285,%#!product boo_8285!#%,product boo8285
FOO_1342,@PRODUCT FOO_1342@,product foo1342
ELE_6225,$PRODUCT ELE_6225$,product ele6225
FOO_4401,PRODUCT FOO_4401,product foo4401
TOY_7721,%@product toy_7721@%,product toy7721
CLO_6338,%@PRODUCT CLO_6338@%,product clo6338
FOO_4665,@PRODUCT FOO_4665@,product foo4665
FOO_9552,%$#product foo_9552#$%,product foo9552
FOO_7433,#PRODUCT FOO_7433#,product foo7433
FOO_4737,$#@PRODUCT FOO_4737@#$,product foo4737
FOO_6449,$product foo_6449$,product foo6449
BOO_2852,$!PRODUCT BOO_2852!$,product boo2852
CLO_9139,$@product clo_9139@$,product clo9139
CLO_7256,!PRODUCT CLO_7256!,product clo7256
FOO_5866,!product foo_5866!,product foo5866
BOO_1356,$!product boo_1356!$,product boo1356
FOO_2656,%@!product foo_2656!@%,product foo2656
ELE_4348,#@PRODUCT ELE_4348@#,product ele4348
ELE_7359,!PRODUCT ELE_7359!,product ele7359
TOY_7496,PRODUCT TOY_7496,product toy7496
FOO_8404,%@PRODUCT FOO_8404@%,product foo8404
TOY_1503,%product toy_1503%,product toy1503
TOY_7556,$#@PRODUCT TOY_7556@#$,product toy7556
ELE_1363,$@!product ele_1363!@$,product ele1363
ELE_4246,#!product ele_4246!#,product ele4246
FOO_2254,@product foo_2254@,product foo2254
CLO_7723,@product clo_7723@,product clo7723
TOY_9962,#PRODUCT TOY_9962#,product toy9962
TOY_8575,$PRODUCT TOY_8575$,product toy8575
FOO_4492,%product foo_4492%,product foo4492
FOO_4414,@PRODUCT FOO_4414@,product foo4414
FOO_7649,$!product foo_7649!$,product foo7649
CLO_2699,#!PRODUCT CLO_2699!#,product clo2699
CLO_7947,$!product clo_7947!$,product clo7947
ELE_9214,%!product ele_9214!%,product ele9214
TOY_9633,product toy_9633,product toy9633
ELE_1621,%#product ele_1621#%,product ele1621
FOO_1116,%$product foo_1116$%,product foo1116
CLO_5505,%@PRODUCT CLO_5505@%,product clo5505
FOO_9764,PRODUCT FOO_9764,product foo9764
TOY_6243,PRODUCT TOY_6243,product toy6243
BOO_4494,$PRODUCT BOO_4494$,product boo4494
TOY_7124,PRODUCT TOY_7124,product toy7124
BOO_8521,product boo_8521,product boo8521
CLO_3846,$#PRODUCT CLO_3846#$,product clo3846
CLO_3137,$@product clo_3137@$,product clo3137
ELE_8397,!PRODUCT ELE_8397!,product ele8397
BOO_5932,%#!product boo_5932!#%,product boo5932
TOY_3566,$@PRODUCT TOY_3566@$,product toy3566
TOY_9706,#@product toy_9706@#,product toy9706
TOY_2682,product toy_2682,product toy2682
CLO_2595,!product clo_2595!,product clo2595
FOO_4809,PRODUCT FOO_4809,product foo4809
ELE_5591,#product ele_5591#,product ele5591
FOO_6146,%$@!product foo_6146!@$%,product foo6146
BOO_3392,PRODUCT BOO_3392,product boo3392
ELE_5532,%@PRODUCT ELE_5532@%,product ele5532
BOO_8827,@!PRODUCT BOO_8827!@,product boo8827
CLO_9626,@product clo_9626@,product clo9626
CLO_5043,product clo_5043,product clo5043
ELE_3908,PRODUCT ELE_3908,product ele3908
FOO_4084,#@product foo_4084@#,product foo4084
TOY_5106,#@!PRODUCT TOY_5106!@#,product toy5106
CLO_5811,$#!product clo_5811!#$,product clo5811
ELE_3304,%@product ele_3304@%,product ele3304
TOY_7229,PRODUCT TOY_7229,product toy7229
FOO_6016,%#PRODUCT FOO_6016#%,product foo6016
TOY_4468,#@PRODUCT TOY_4468@#,product toy4468
ELE_4329,%#PRODUCT ELE_4329#%,product ele4329
BOO_8390,$#@product boo_8390@#$,product boo8390
ELE_6210,product ele_6210,product ele6210
CLO_7019,product clo_7019,product clo7019
BOO_8062,%$@product boo_8062@$%,product boo8062
FOO_3993,$@product foo_3993@$,product foo3993
BOO_8532,#!PRODUCT BOO_8532!#,product boo8532
BOO_6186,product boo_6186,product boo6186
CLO_8618,#PRODUCT CLO_8618#,product clo8618
BOO_8766,product boo_8766,product boo8766
BOO_9816,$PRODUCT BOO_9816$,product boo9816
TOY_8235,%$product toy_8235$%,product toy8235
BOO_6969,PRODUCT BOO_6969,product boo6969
BOO_8000,$!product boo_8000!$,product boo8000
TOY_8432,product toy_8432,product toy8432
TOY_1474,!product toy_1474!,product toy1474
BOO_9688,#!PRODUCT BOO_9688!#,product boo9688
BOO_2276,%PRODUCT BOO_2276%,product boo2276
ELE_2482,product ele_2482,product ele2482
FOO_7324,%product foo_7324%,product foo7324
TOY_8413,$PRODUCT TOY_8413$,product toy8413
ELE_6143,@product ele_6143@,product ele6143
FOO_3510,!product foo_3510!,product foo3510
ELE_5724,@product ele_5724@,product ele5724
BOO_5748,#product boo_5748#,product boo5748
BOO_3107,$#@!PRODUCT BOO_3107!@#$,product boo3107
FOO_1454,@product foo_1454@,product foo1454
TOY_5185,$PRODUCT TOY_5185$,product toy5185
FOO_9522,%@PRODUCT FOO_9522@%,product foo9522
TOY_7855,%#product toy_7855#%,product toy7855
CLO_1095,%$@!product clo_1095!@$%,product clo1095
TOY_5888,!product toy_5888!,product toy5888
ELE_9561,%#@PRODUCT ELE_9561@#%,product ele9561
TOY_1753,!PRODUCT TOY_1753!,product toy1753
ELE_4695,$#@PRODUCT ELE_4695@#$,product ele4695
FOO_1807,!PRODUCT FOO_1807!,product foo1807
FOO_6278,PRODUCT FOO_6278,product foo6278
ELE_1278,#!product ele_1278!#,product ele1278
CLO_1418,PRODUCT CLO_1418,product clo1418
ELE_1076,@!PRODUCT ELE_1076!@,product ele1076
BOO_3658,$#!product boo_3658!#$,product boo3658
TOY_7466,$#product toy_7466#$,product toy7466
TOY_7563,#!PRODUCT TOY_7563!#,product toy7563
TOY_1139,!product toy_1139!,product toy1139
CLO_5050,%#product clo_5050#%,product clo5050
CLO_5992,@product clo_5992@,product clo5992
CLO_2967,#product clo_2967#,product clo2967
FOO_6199,@product foo_6199@,product foo6199
BOO_9825,%$#PRODUCT BOO_9825#$%,product boo9825
CLO_6839,$PRODUCT CLO_6839$,product clo6839
FOO_9924,!product foo_9924!,product foo9924
FOO_1737,%$!PRODUCT FOO_1737!$%,product foo1737
BOO_7871,$!PRODUCT BOO_7871!$,product boo7871
FOO_2772,PRODUCT FOO_2772,product foo2772
CLO_3394,%product clo_3394%,product clo3394
BOO_9814,%#@product boo_9814@#%,product boo9814
TOY_5723,#product toy_5723#,product toy5723
CLO_6524,product clo_6524,product clo6524
FOO_3655,#product foo_3655#,product foo3655
CLO_3348,#@product clo_3348@#,product clo3348
FOO_6063,product foo_6063,product foo6063
CLO_1140,@product clo_1140@,product clo1140
TOY_6306,%PRODUCT TOY_6306%,product toy6306
BOO_4230,#product boo_4230#,product boo4230
TOY_8345,@product toy_8345@,product toy8345
TOY_8475,%product toy_8475%,product toy8475
TOY_6012,product toy_6012,product toy6012
CLO_1919,product clo_1919,product clo1919
FOO_3023,@PRODUCT FOO_3023@,product foo3023
FOO_3214,%!product foo_3214!%,product foo3214
TOY_2475,#product toy_2475#,product toy2475
TOY_4085,%PRODUCT TOY_4085%,product toy4085
CLO_7993,#@PRODUCT CLO_7993@#,product clo7993
ELE_4313,PRODUCT ELE_4313,product ele4313
ELE_1263,#@product ele_1263@#,product ele1263
ELE_4750,PRODUCT ELE_4750,product ele4750
ELE_6256,!product ele_6256!,product ele6256
FOO_4817,%$PRODUCT FOO_4817$%,product foo4817
TOY_7582,%@!product toy_7582!@%,product toy7582
BOO_5822,product boo_5822,product boo5822
TOY_2303,%$product toy_2303$%,product toy2303
FOO_5649,product foo_5649,product foo5649
FOO_6236,$@!product foo_6236!@$,product foo6236
TOY_6289,@product toy_6289@,product toy6289
CLO_8702,@product clo_8702@,product clo8702
ELE_4053,@PRODUCT ELE_4053@,product ele4053
BOO_3797,#product boo_3797#,product boo3797
BOO_1294,$@PRODUCT BOO_1294@$,product boo1294
TOY_8182,%!PRODUCT TOY_8182!%,product toy8182
FOO_5429,PRODUCT FOO_5429,product foo5429
TOY_3826,!product toy_3826!,product toy3826
FOO_5833,product foo_5833,product foo5833
ELE_6672,%$product ele_6672$%,product ele6672
BOO_4051,@!PRODUCT BOO_4051!@,product boo4051
BOO_2134,@PRODUCT BOO_2134@,product boo2134
FOO_9197,!product foo_9197!,product foo9197
FOO_9493,%#PRODUCT FOO_9493#%,product foo9493
TOY_6733,%@PRODUCT TOY_6733@%,product toy6733
CLO_3802,@!PRODUCT CLO_3802!@,product clo3802
TOY_1198,product toy_1198,product toy1198
ELE_4362,product ele_4362,product ele4362
FOO_8566,%$PRODUCT FOO_8566$%,product foo8566
FOO_7041,%@PRODUCT FOO_7041@%,product foo7041
FOO_4577,!product foo_4577!,product foo4577
CLO_3344,@PRODUCT CLO_3344@,product clo3344
FOO_9477,PRODUCT FOO_9477,product foo9477
CLO_8323,PRODUCT CLO_8323,product clo8323
CLO_4562,%@!product clo_4562!@%,product clo4562
TOY_6098,#@!product toy_6098!@#,product toy6098
BOO_1440,$!PRODUCT BOO_1440!$,product boo1440
FOO_1311,%@PRODUCT FOO_1311@%,product foo1311
FOO_2423,$#PRODUCT FOO_2423#$,product foo2423
ELE_9671,$@PRODUCT ELE_9671@$,product ele9671
FOO_8352,$#product foo_8352#$,product foo8352
ELE_7610,%$#product ele_7610#$%,product ele7610
BOO_4971,!PRODUCT BOO_4971!,product boo4971
ELE_1139,@!PRODUCT ELE_1139!@,product ele1139
TOY_8327,#!product toy_8327!#,product toy8327
ELE_6437,#!product ele_6437!#,product ele6437
ELE_8038,%!product ele_8038!%,product ele8038
ELE_3230,%#!product ele_3230!#%,product ele3230
ELE_1791,product ele_1791,product ele1791
FOO_4130,PRODUCT FOO_4130,product foo4130
BOO_7916,%$#PRODUCT BOO_7916#$%,product boo7916
ELE_1396,@!product ele_1396!@,product ele1396
FOO_7766,#@PRODUCT FOO_7766@#,product foo7766
FOO_1517,%$#product foo_1517#$%,product foo1517
TOY_1578,$!product toy_1578!$,product toy1578
BOO_5167,PRODUCT BOO_5167,product boo5167
TOY_1150,%!PRODUCT TOY_1150!%,product toy1150
TOY_7836,%$@product toy_7836@$%,product toy7836
BOO_7260,@product boo_7260@,product boo7260
CLO_7852,product clo_7852,product clo7852
ELE_8567,@!PRODUCT ELE_8567!@,product ele8567
FOO_9576,#product foo_9576#,product foo9576
BOO_9225,$#@PRODUCT BOO_9225@#$,product boo9225
FOO_8446,!PRODUCT FOO_8446!,product foo8446
FOO_3377,%@!product foo_3377!@%,product foo3377
TOY_4080,#@!PRODUCT TOY_4080!@#,product toy4080
FOO_2953,%product foo_2953%,product foo2953
ELE_8614,$@!PRODUCT ELE_8614!@$,product ele8614
FOO_7813,%$PRODUCT FOO_7813$%,product foo7813
TOY_8196,%$!PRODUCT TOY_8196!$%,product toy8196
BOO_8985,%@!PRODUCT BOO_8985!@%,product boo8985
BOO_7362,%@product boo_7362@%,product boo7362
TOY_4401,product toy_4401,product toy4401
CLO_7871,product clo_7871,product clo7871
CLO_1840,PRODUCT CLO_1840,product clo1840
ELE_9528,%@PRODUCT ELE_9528@%,product ele9528
FOO_1814,$!PRODUCT FOO_1814!$,product foo1814
FOO_4121,%PRODUCT FOO_4121%,product foo4121
BOO_9635,#product boo_9635#,product boo9635
TOY_2140,$product toy_2140$,product toy2140
ELE_4489,%@PRODUCT ELE_4489@%,product ele4489
BOO_9172,$#@product boo_9172@#$,product boo9172
TOY_6352,$product toy_6352$,product toy6352
FOO_2318,PRODUCT FOO_2318,product foo2318
CLO_2950,@PRODUCT CLO_2950@,product clo2950
BOO_9517,$!PRODUCT BOO_9517!$,product boo9517
TOY_4050,@product toy_4050@,product toy4050
BOO_7662,$product boo_7662$,product boo7662
CLO_6334,%@PRODUCT CLO_6334@%,product clo6334
TOY_9406,$product toy_9406$,product toy9406
ELE_1390,#PRODUCT ELE_1390#,product ele1390
TOY_9922,@PRODUCT TOY_9922@,product toy9922
TOY_7084,PRODUCT TOY_7084,product toy7084
TOY_8599,$PRODUCT TOY_8599$,product toy8599
FOO_5580,%#product foo_5580#%,product foo5580
CLO_6976,#@PRODUCT CLO_6976@#,product clo6976
CLO_4961,#@product clo_4961@#,product clo4961
TOY_4700,%product toy_4700%,product toy4700
ELE_7384,%@product ele_7384@%,product ele7384
TOY_4980,$product toy_4980$,product toy4980
CLO_3793,!product clo_3793!,product clo3793
BOO_6104,%!PRODUCT BOO_6104!%,product boo6104
BOO_5789,$!PRODUCT BOO_5789!$,product boo5789
FOO_9520,PRODUCT FOO_9520,product foo9520
ELE_4578,$@!PRODUCT ELE_4578!@$,product ele4578
BOO_6686,#product boo_6686#,product boo6686
TOY_2923,PRODUCT TOY_2923,product toy2923
TOY_1240,%!PRODUCT TOY_1240!%,product toy1240
BOO_4780,!PRODUCT BOO_4780!,product boo4780
TOY_9357,$#PRODUCT TOY_9357#$,product toy9357
BOO_6878,%#@!product boo_6878!@#%,product boo6878
ELE_2195,product ele_2195,product ele2195
ELE_9389,$@product ele_9389@$,product ele9389
BOO_3793,%product boo_3793%,product boo3793
TOY_5173,%!product toy_5173!%,product toy5173
TOY_9259,#PRODUCT TOY_9259#,product toy9259
CLO_2337,#product clo_2337#,product clo2337
ELE_6515,#product ele_6515#,product ele6515
CLO_3978,%product clo_3978%,product clo3978
FOO_6222,%@product foo_6222@%,product foo6222
TOY_4497,$@!product toy_4497!@$,product toy4497
CLO_5490,!product clo_5490!,product clo5490
TOY_5224,%$PRODUCT TOY_5224$%,product toy5224
ELE_4893,%$PRODUCT ELE_4893$%,product ele4893
CLO_8547,$@product clo_8547@$,product clo8547
FOO_2883,!PRODUCT FOO_2883!,product foo2883
BOO_5221,$product boo_5221$,product boo5221
ELE_6307,%$product ele_6307$%,product ele6307
FOO_1976,@!product foo_1976!@,product foo1976
BOO_1535,PRODUCT BOO_1535,product boo1535
FOO_9702,$PRODUCT FOO_9702$,product foo9702
TOY_1071,@!product toy_1071!@,product toy1071
CLO_9254,$#@PRODUCT CLO_9254@#$,product clo9254
BOO_2055,PRODUCT BOO_2055,product boo2055
FOO_8777,$#@!product foo_8777!@#$,product foo8777
FOO_9812,$@product foo_9812@$,product foo9812
TOY_2214,%$PRODUCT TOY_2214$%,product toy2214
CLO_9769,$#PRODUCT CLO_9769#$,product clo9769
BOO_4544,%$PRODUCT BOO_4544$%,product boo4544
CLO_8762,@!product clo_8762!@,product clo8762
BOO_7444,$@PRODUCT BOO_7444@$,product boo7444
TOY_1717,$PRODUCT TOY_1717$,product toy1717
TOY_2642,@PRODUCT TOY_2642@,product toy2642
CLO_3183,!PRODUCT CLO_3183!,product clo3183
TOY_2212,product toy_2212,product toy2212
FOO_4822,PRODUCT FOO_4822,product foo4822
BOO_4761,product boo_4761,product boo4761
BOO_1948,@!product boo_1948!@,product boo1948
BOO_9801,@!product boo_9801!@,product boo9801
TOY_7172,PRODUCT TOY_7172,product toy7172
BOO_1019,%product boo_1019%,product boo1019
BOO_1542,product boo_1542,product boo1542
BOO_1901,!PRODUCT BOO_1901!,product boo1901
ELE_5053,$#PRODUCT ELE_5053#$,product ele5053
FOO_8828,@product foo_8828@,product foo8828
BOO_8645,@PRODUCT BOO_8645@,product boo8645
CLO_5447,%#PRODUCT CLO_5447#%,product clo5447
TOY_4241,product toy_4241,product toy4241
TOY_5446,%!product toy_5446!%,product toy5446
ELE_5168,PRODUCT ELE_5168,product ele5168
FOO_9571,product foo_9571,product foo9571
ELE_9544,%!product ele_9544!%,product ele9544
CLO_7498,%product clo_7498%,product clo7498
BOO_3774,%#PRODUCT BOO_3774#%,product boo3774
CLO_5801,%#@PRODUCT CLO_5801@#%,product clo5801
TOY_3442,#product toy_3442#,product toy3442
FOO_5607,product foo_5607,product foo5607
TOY_1921,#product toy_1921#,product toy1921
BOO_9369,!product boo_9369!,product boo9369
CLO_7178,PRODUCT CLO_7178,product clo7178
ELE_7232,!PRODUCT ELE_7232!,product ele7232
FOO_3569,%PRODUCT FOO_3569%,product foo3569
FOO_6425,#product foo_6425#,product foo6425
TOY_3485,$#@!PRODUCT TOY_3485!@#$,product toy3485
BOO_1124,PRODUCT BOO_1124,product boo1124
CLO_2059,PRODUCT CLO_2059,product clo2059
FOO_1340,product foo_1340,product foo1340
FOO_4515,%#@product foo_4515@#%,product foo4515
BOO_8182,%PRODUCT BOO_8182%,product boo8182
ELE_2132,!product ele_2132!,product ele2132
BOO_7801,%product boo_7801%,product boo7801
TOY_1279,%#@PRODUCT TOY_1279@#%,product toy1279
FOO_3080,PRODUCT FOO_3080,product foo3080
FOO_5269,%$#!PRODUCT FOO_5269!#$%,product foo5269
ELE_7656,product ele_7656,product ele7656
BOO_9889,#product boo_9889#,product boo9889
CLO_3249,PRODUCT CLO_3249,product clo3249
CLO_8285,%$@PRODUCT CLO_8285@$%,product clo8285
CLO_9564,$!product clo_9564!$,product clo9564
BOO_5182,@PRODUCT BOO_5182@,product boo5182
FOO_7211,#PRODUCT FOO_7211#,product foo7211
BOO_6064,$#PRODUCT BOO_6064#$,product boo6064
BOO_5435,product boo_5435,product boo5435
FOO_2955,$product foo_2955$,product foo2955
CLO_6052,%@!product clo_6052!@%,product clo6052
ELE_6564,%$!PRODUCT ELE_6564!$%,product ele6564
ELE_4001,#@PRODUCT ELE_4001@#,product ele4001
BOO_4871,%@product boo_4871@%,product boo4871
TOY_3821,%PRODUCT TOY_3821%,product toy3821
ELE_9378,product ele_9378,product ele9378
BOO_2911,$@PRODUCT BOO_2911@$,product boo2911
CLO_1870,PRODUCT CLO_1870,product clo1870
ELE_1640,#!PRODUCT ELE_1640!#,product ele1640
CLO_1683,%@product clo_1683@%,product clo1683
CLO_3658,#product clo_3658#,product clo3658
TOY_4783,#product toy_4783#,product toy4783
ELE_8137,%product ele_8137%,product ele8137
CLO_1000,product clo_1000,product clo1000
ELE_4182,$PRODUCT ELE_4182$,product ele4182
CLO_4118,$PRODUCT CLO_4118$,product clo4118
ELE_7968,!PRODUCT ELE_7968!,product ele7968
ELE_3387,$!product ele_3387!$,product ele3387
CLO_2691,%product clo_2691%,product clo2691
CLO_2637,#PRODUCT CLO_2637#,product clo2637
CLO_1914,product clo_1914,product clo1914
FOO_9519,%@!PRODUCT FOO_9519!@%,product foo9519
TOY_6077,%#!PRODUCT TOY_6077!#%,product toy6077
CLO_4583,#product clo_4583#,product clo4583
BOO_5791,%$@!product boo_5791!@$%,product boo5791
CLO_2786,#product clo_2786#,product clo2786
CLO_4101,%$#!product clo_4101!#$%,product clo4101
TOY_3139,#PRODUCT TOY_3139#,product toy3139
CLO_8930,#product clo_8930#,product clo8930
FOO_4239,PRODUCT FOO_4239,product foo4239
ELE_5615,%#!product ele_5615!#%,product ele5615
BOO_7009,@!PRODUCT BOO_7009!@,product boo7009
FOO_3521,$#@product foo_3521@#$,product foo3521
BOO_3956,%$PRODUCT BOO_3956$%,product boo3956
TOY_6999,PRODUCT TOY_6999,product toy6999
FOO_2526,@product foo_2526@,product foo2526
CLO_9102,!product clo_9102!,product clo9102
BOO_5353,#PRODUCT BOO_5353#,product boo5353
FOO_3136,#@PRODUCT FOO_3136@#,product foo3136
TOY_6682,%@product toy_6682@%,product toy6682
ELE_7722,@PRODUCT ELE_7722@,product ele7722
TOY_1091,#PRODUCT TOY_1091#,product toy1091
FOO_3960,$#@product foo_3960@#$,product foo3960
CLO_2088,@PRODUCT CLO_2088@,product clo2088
TOY_6523,$#!product toy_6523!#$,product toy6523
CLO_6051,%$@!product clo_6051!@$%,product clo6051
ELE_1829,PRODUCT ELE_1829,product ele1829
FOO_7114,#@PRODUCT FOO_7114@#,product foo7114
TOY_2117,%$PRODUCT TOY_2117$%,product toy2117
CLO_7538,$PRODUCT CLO_7538$,product clo7538
TOY_6433,!PRODUCT TOY_6433!,product toy6433
ELE_7467,PRODUCT ELE_7467,product ele7467
FOO_2874,$#PRODUCT FOO_2874#$,product foo2874
TOY_6844,PRODUCT TOY_6844,product toy6844
FOO_6408,$PRODUCT FOO_6408$,product foo6408
ELE_4718,$@product ele_4718@$,product ele4718
TOY_5508,%#PRODUCT TOY_5508#%,product toy5508
FOO_1658,%#PRODUCT FOO_1658#%,product foo1658
ELE_6083,$#@PRODUCT ELE_6083@#$,product ele6083
ELE_1591,$PRODUCT ELE_1591$,product ele1591
CLO_3457,%#!product clo_3457!#%,product clo3457
CLO_3970,%#!PRODUCT CLO_3970!#%,product clo3970
CLO_3279,$product clo_3279$,product clo3279
ELE_7537,$#PRODUCT ELE_7537#$,product ele7537
ELE_3028,$product ele_3028$,product ele3028
TOY_5583,PRODUCT TOY_5583,product toy5583
FOO_1700,#@PRODUCT FOO_1700@#,product foo1700
FOO_8419,$PRODUCT FOO_8419$,product foo8419
BOO_3750,%$@PRODUCT BOO_3750@$%,product boo3750
TOY_7339,#!PRODUCT TOY_7339!#,product toy7339
CLO_4484,%$@PRODUCT CLO_4484@$%,product clo4484
FOO_9654,$!product foo_9654!$,product foo9654
FOO_5160,$PRODUCT FOO_5160$,product foo5160
ELE_9818,#product ele_9818#,product ele9818
ELE_6448,%PRODUCT ELE_6448%,product ele6448
FOO_2838,$product foo_2838$,product foo2838
FOO_6220,PRODUCT FOO_6220,product foo6220
TOY_5265,PRODUCT TOY_5265,product toy5265
TOY_4024,%#PRODUCT TOY_4024#%,product toy4024
CLO_6647,%#PRODUCT CLO_6647#%,product clo6647
CLO_6128,@PRODUCT CLO_6128@,product clo6128
CLO_7997,$product clo_7997$,product clo7997
BOO_3756,#PRODUCT BOO_3756#,product boo3756
CLO_2187,#product clo_2187#,product clo2187
FOO_2096,$PRODUCT FOO_2096$,product foo2096
ELE_3662,$product ele_3662$,product ele3662
FOO_7038,#@PRODUCT FOO_7038@#,product foo7038
FOO_3558,%$PRODUCT FOO_3558$%,product foo3558
ELE_8742,%PRODUCT ELE_8742%,product ele8742
TOY_6425,PRODUCT TOY_6425,product toy6425
ELE_9691,#PRODUCT ELE_9691#,product ele9691
ELE_5411,@!PRODUCT ELE_5411!@,product ele5411
ELE_8623,!PRODUCT ELE_8623!,product ele8623
ELE_5409,%PRODUCT ELE_5409%,product ele5409
CLO_5290,#!PRODUCT CLO_5290!#,product clo5290
TOY_6447,product toy_6447,product toy6447
FOO_1063,%$product foo_1063$%,product foo1063
BOO_6301,%!product boo_6301!%,product boo6301
CLO_4594,%PRODUCT CLO_4594%,product clo4594
ELE_8946,@product ele_8946@,product ele8946
TOY_7006,product toy_7006,product toy7006
TOY_4763,!PRODUCT TOY_4763!,product toy4763
BOO_5872,#PRODUCT BOO_5872#,product boo5872
ELE_9960,#@!product ele_9960!@#,product ele9960
CLO_5785,%!product clo_5785!%,product clo5785
CLO_9942,$product clo_9942$,product clo9942
CLO_5998,%$product clo_5998$%,product clo5998
CLO_9570,#@PRODUCT CLO_9570@#,product clo9570
BOO_8029,product boo_8029,product boo8029
CLO_2138,$!product clo_2138!$,product clo2138
ELE_5688,$PRODUCT ELE_5688$,product ele5688
BOO_9616,#!PRODUCT BOO_9616!#,product boo9616
TOY_4847,#@PRODUCT TOY_4847@#,product toy4847
ELE_5020,product ele_5020,product ele5020
ELE_6059,%PRODUCT ELE_6059%,product ele6059
FOO_8731,!product foo_8731!,product foo8731
CLO_7274,!PRODUCT CLO_7274!,product clo7274
ELE_2106,!PRODUCT ELE_2106!,product ele2106
BOO_9769,PRODUCT BOO_9769,product boo9769
FOO_3622,$@product foo_3622@$,product foo3622
TOY_8545,%$#@product toy_8545@#$%,product toy8545
TOY_9413,#!PRODUCT TOY_9413!#,product toy9413
CLO_2014,PRODUCT CLO_2014,product clo2014
ELE_3290,PRODUCT ELE_3290,product ele3290
TOY_4366,%#product toy_4366#%,product toy4366
BOO_8352,#PRODUCT BOO_8352#,product boo8352
TOY_4601,$#PRODUCT TOY_4601#$,product toy4601
ELE_4196,%#@PRODUCT ELE_4196@#%,product ele4196
FOO_8176,#product foo_8176#,product foo8176
ELE_7139,@PRODUCT ELE_7139@,product ele7139
BOO_4307,#PRODUCT BOO_4307#,product boo4307
CLO_4543,$PRODUCT CLO_4543$,product clo4543
BOO_3377,%#PRODUCT BOO_3377#%,product boo3377
